"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","1012.2","1014.2","2025/02/01 00:25:00","1009.4","2025/02/01 15:00:00","17.2","19.5","2025/02/01 15:06:00","14.8","2025/02/01 23:21:00","95","86","2025/02/01 15:09:00","4.8","21","15.4","17","2025/02/01 18:59:00","2.5"
"02","1013.8","1015.4","2025/02/02 09:40:00","1011.6","2025/02/02 14:17:00","14.9","15.8","2025/02/02 11:44:00","14.3","2025/02/02 04:22:00","95","89","2025/02/02 11:52:00","6.4","21","14.4","16","2025/02/02 23:52:00","2.0"
"03","1018.8","1022.2","2025/02/03 23:40:00","1014.9","2025/02/03 00:01:00","12.4","14.9","2025/02/03 00:01:00","10.6","2025/02/03 17:43:00","92","81","2025/02/03 23:54:00","8.0","24","18.4","20","2025/02/03 17:04:00","1.5"
"04","1020.9","1023.2","2025/02/04 01:07:00","1018.5","2025/02/04 14:29:00","12.5","16.0","2025/02/04 10:48:00","10.7","2025/02/04 01:57:00","65","52","2025/02/04 23:34:00","7.1","39","19.6","20","2025/02/04 12:49:00","0.0"
"05","1017.5","1019.6","2025/02/05 00:01:00","1014.8","2025/02/05 15:17:00","15.1","20.3","2025/02/05 13:34:00","11.7","2025/02/05 05:24:00","61","42","2025/02/05 13:12:00","3.5","55","11.2","8","2025/02/05 00:33:00","0.0"
"06","1016.7","1018.6","2025/02/06 08:44:00","1014.1","2025/02/06 13:48:00","16.3","20.1","2025/02/06 12:59:00","14.1","2025/02/06 00:01:00","80","65","2025/02/06 12:04:00","2.5","353","8.7","30","2025/02/06 22:19:00","0.0"
"07","1020.9","1024.2","2025/02/07 20:25:00","1017.6","2025/02/07 03:44:00","13.4","15.9","2025/02/07 00:32:00","11.5","2025/02/08 00:00:00","84","66","2025/02/07 17:54:00","7.5","22","17.8","18","2025/02/07 14:09:00","0.0"
"08","1024.4","1026.4","2025/02/08 09:44:00","1023.1","2025/02/08 01:52:00","10.6","11.8","2025/02/08 11:46:00","9.5","2025/02/08 18:07:00","66","58","2025/02/08 11:41:00","8.0","44","18.5","57","2025/02/08 09:39:00","0.0"
"09","1023.1","1025.3","2025/02/09 06:08:00","1020.0","2025/02/09 14:46:00","12.0","14.7","2025/02/09 11:15:00","10.3","2025/02/09 04:37:00","72","61","2025/02/09 11:22:00","5.6","45","15.3","54","2025/02/09 11:45:00","0.0"
"10","1020.0","1022.3","2025/02/10 07:45:00","1017.4","2025/02/10 15:54:00","15.9","20.8","2025/02/10 09:49:00","12.2","2025/02/10 00:01:00","70","51","2025/02/10 09:50:00","4.1","2","11.7","357","2025/02/10 12:13:00","0.0"
"11","1017.8","1019.7","2025/02/11 00:02:00","1015.2","2025/02/11 16:19:00","15.8","21.1","2025/02/11 13:37:00","11.4","2025/02/11 02:45:00","88","69","2025/02/11 13:38:00","2.5","349","7.9","344","2025/02/11 16:41:00","0.0"
"12","1017.2","1018.8","2025/02/12 22:51:00","1014.6","2025/02/12 14:59:00","16.3","20.2","2025/02/12 11:09:00","15.0","2025/02/12 06:41:00","96","83","2025/02/12 11:33:00","2.3","19","6.9","8","2025/02/12 07:58:00","19.0"
"13","1018.5","1021.2","2025/02/13 07:56:00","1016.6","2025/02/13 15:27:00","14.6","16.8","2025/02/13 00:01:00","12.8","2025/02/13 07:37:00","89","79","2025/02/13 12:45:00","6.6","40","16.3","18","2025/02/13 11:50:00","25.5"
"14","1015.6","1018.0","2025/02/14 00:10:00","1013.6","2025/02/14 15:17:00","16.8","19.9","2025/02/14 10:50:00","15.3","2025/02/14 00:01:00","89","74","2025/02/14 10:47:00","3.7","12","11.3","10","2025/02/14 12:54:00","0.0"
"15","1013.6","1015.4","2025/02/15 00:33:00","1011.1","2025/02/15 14:41:00","16.1","18.8","2025/02/15 14:30:00","15.0","2025/02/15 17:11:00","98","86","2025/02/15 14:32:00","2.7","326","8.8","335","2025/02/15 15:47:00","0.0"
"16","1016.3","1019.3","2025/02/16 21:36:00","1014.0","2025/02/16 03:00:00","17.3","19.8","2025/02/16 12:24:00","15.7","2025/02/16 00:01:00","89","74","2025/02/16 23:51:00","4.6","44","13.7","11","2025/02/16 16:18:00","0.0"
"17","1018.3","1020.1","2025/02/17 23:07:00","1015.9","2025/02/17 14:53:00","18.4","21.5","2025/02/17 12:31:00","16.4","2025/02/17 05:19:00","58","47","2025/02/17 11:23:00","6.5","45","17.2","53","2025/02/17 10:29:00","0.0"
"18","1020.6","1022.9","2025/02/18 09:32:00","1019.1","2025/02/18 14:13:00","15.7","18.4","2025/02/18 13:54:00","14.7","2025/02/18 20:35:00","81","69","2025/02/18 14:26:00","6.3","24","15.9","14","2025/02/18 14:56:00","0.0"
"19","1019.6","1022.0","2025/02/19 09:23:00","1017.7","2025/02/19 16:10:00","17.3","21.6","2025/02/19 13:44:00","14.8","2025/02/19 01:02:00","74","60","2025/02/19 13:53:00","4.1","47","13.7","32","2025/02/19 01:23:00","0.0"
"20","1020.0","1022.1","2025/02/20 08:12:00","1017.6","2025/02/20 15:27:00","16.5","19.7","2025/02/20 11:23:00","14.6","2025/02/20 04:38:00","92","83","2025/02/20 10:36:00","4.7","359","13.3","12","2025/02/20 20:15:00","0.0"
"21","1022.5","1023.9","2025/02/21 09:58:00","1021.1","2025/02/21 01:41:00","14.6","16.4","2025/02/21 12:12:00","13.3","2025/02/21 06:11:00","92","83","2025/02/21 13:47:00","7.3","20","15.2","14","2025/02/21 14:46:00","0.5"
"22","1021.6","1023.9","2025/02/22 23:08:00","1018.9","2025/02/22 15:09:00","16.9","21.0","2025/02/22 12:03:00","14.4","2025/02/22 00:02:00","81","62","2025/02/22 10:37:00","5.9","21","14.9","11","2025/02/22 20:44:00","0.0"
"23","1025.5","1028.4","2025/02/23 22:49:00","1022.8","2025/02/23 02:16:00","14.5","15.9","2025/02/23 13:57:00","12.9","2025/02/23 22:21:00","92","84","2025/02/23 20:20:00","6.9","22","16.3","19","2025/02/23 13:14:00","5.0"
"24","1027.3","1030.2","2025/02/24 09:00:00","1024.5","2025/02/24 17:22:00","13.5","15.8","2025/02/24 11:48:00","12.0","2025/02/24 06:29:00","78","64","2025/02/24 11:41:00","7.6","43","21.0","42","2025/02/24 18:27:00","0.0"
"25","1024.0","1026.5","2025/02/25 08:43:00","1021.6","2025/02/25 14:07:00","15.7","20.5","2025/02/25 11:33:00","13.5","2025/02/25 00:11:00","81","61","2025/02/25 10:10:00","3.2","359","12.9","343","2025/02/25 16:04:00","0.0"
"26","1021.6","1025.1","2025/02/26 09:15:00","1019.1","2025/02/26 16:53:00","15.9","17.1","2025/02/26 12:18:00","14.7","2025/02/26 03:52:00","96","92","2025/02/26 00:01:00","4.2","1","9.2","19","2025/02/26 09:57:00","0.5"
"27","1018.3","1021.1","2025/02/27 10:16:00","1016.3","2025/02/27 16:17:00","15.4","17.9","2025/02/27 12:41:00","13.8","2025/02/27 09:15:00","96","84","2025/02/27 12:44:00","3.1","340","7.5","327","2025/02/27 02:37:00","0.0"
