"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","1005.1","1006.4","2025/05/01 22:32:00","1002.8","2025/05/01 16:33:00","24.1","27.0","2025/05/01 16:36:00","21.5","2025/05/01 23:53:00","73","48","2025/05/01 16:51:00","1.9","218","9.2","249","2025/05/01 12:34:00","0.0"
"02","1003.7","1005.8","2025/05/02 00:05:00","1001.6","2025/05/02 15:36:00","25.6","31.7","2025/05/02 14:31:00","20.6","2025/05/02 03:23:00","70","46","2025/05/02 11:56:00","1.6","49","6.0","259","2025/05/02 13:38:00","0.0"
"03","1003.4","1005.9","2025/05/03 08:38:00","1001.2","2025/05/03 16:14:00","26.5","30.4","2025/05/03 15:44:00","22.8","2025/05/03 00:43:00","72","50","2025/05/03 14:29:00","1.1","242","5.5","237","2025/05/03 03:07:00","0.0"
"04","1002.5","1003.8","2025/05/04 10:30:00","1000.7","2025/05/04 15:45:00","26.0","28.0","2025/05/04 14:50:00","24.1","2025/05/04 06:31:00","75","64","2025/05/04 09:13:00","1.4","353","7.6","336","2025/05/04 14:35:00","0.0"
"05","1000.3","1003.0","2025/05/05 00:15:00","998.2","2025/05/05 18:20:00","25.1","26.6","2025/05/05 14:23:00","23.6","2025/05/05 10:23:00","86","77","2025/05/05 14:10:00","2.3","251","9.8","249","2025/05/05 17:00:00","0.0"
"06","1000.7","1002.2","2025/05/06 20:32:00","998.7","2025/05/06 16:43:00","26.8","29.4","2025/05/06 14:22:00","25.1","2025/05/06 05:41:00","77","67","2025/05/06 14:24:00","2.6","254","9.8","254","2025/05/06 01:43:00","0.0"
"07","1002.4","1004.1","2025/05/07 09:53:00","999.9","2025/05/07 03:45:00","21.4","25.9","2025/05/07 00:32:00","18.8","2025/05/07 13:50:00","90","75","2025/05/07 00:27:00","1.8","81","6.9","14","2025/05/07 05:02:00","63.5"
"08","1002.3","1003.6","2025/05/08 08:00:00","1000.4","2025/05/08 16:14:00","25.0","29.1","2025/05/08 11:28:00","21.1","2025/05/08 01:03:00","81","66","2025/05/08 10:42:00","1.1","283","5.8","264","2025/05/08 13:17:00","0.0"
"09","1001.1","1002.9","2025/05/09 20:09:00","999.5","2025/05/09 15:29:00","27.4","30.8","2025/05/09 13:08:00","23.3","2025/05/09 05:41:00","79","62","2025/05/09 09:39:00","2.5","262","10.8","249","2025/05/09 13:45:00","0.0"
"10","1002.1","1004.0","2025/05/10 09:44:00","1000.7","2025/05/10 23:54:00","24.5","26.3","2025/05/10 00:01:00","21.8","2025/05/10 09:44:00","82","50","2025/05/10 23:13:00","1.8","98","7.5","99","2025/05/10 21:50:00","66.0"
"11","1002.8","1004.8","2025/05/11 21:07:00","999.9","2025/05/11 03:40:00","20.3","24.5","2025/05/11 00:09:00","18.4","2025/05/11 22:33:00","85","54","2025/05/11 00:04:00","1.8","59","8.2","79","2025/05/11 22:15:00","38.5"
"12","1002.8","1004.7","2025/05/12 22:25:00","1001.1","2025/05/12 04:10:00","23.3","27.1","2025/05/12 15:16:00","19.0","2025/05/12 00:23:00","52","37","2025/05/12 03:38:00","2.3","89","10.2","81","2025/05/12 03:56:00","0.0"
"13","1005.6","1007.0","2025/05/13 22:25:00","1003.8","2025/05/13 00:54:00","25.0","29.1","2025/05/13 15:59:00","20.9","2025/05/13 05:31:00","69","51","2025/05/13 16:16:00","1.2","279","6.5","3","2025/05/13 12:42:00","0.0"
"14","1006.4","1007.9","2025/05/14 08:46:00","1004.9","2025/05/14 16:58:00","25.7","29.9","2025/05/14 11:05:00","20.4","2025/05/14 05:20:00","68","48","2025/05/14 09:28:00","0.9","355","6.1","310","2025/05/14 13:45:00","0.0"
"15","1006.0","1007.4","2025/05/15 10:07:00","1004.3","2025/05/15 16:13:00","26.8","31.0","2025/05/15 16:00:00","22.2","2025/05/15 05:19:00","69","50","2025/05/15 15:17:00","1.1","321","5.9","319","2025/05/15 12:36:00","0.0"
