"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","1005.3","1006.4","2025/10/01 06:33:00","1003.6","2025/10/01 14:47:00","28.1","32.0","2025/10/01 13:07:00","24.5","2025/10/01 03:31:00","76","52","2025/10/01 11:44:00","1.1","269","6.3","269","2025/10/01 12:14:00","0.0"
"02","1005.6","1006.9","2025/10/02 09:31:00","1004.4","2025/10/02 14:47:00","28.2","32.2","2025/10/02 10:34:00","24.6","2025/10/02 05:33:00","75","58","2025/10/02 10:34:00","1.0","272","6.7","272","2025/10/02 13:52:00","0.0"
"03","1005.5","1007.0","2025/10/03 09:03:00","1003.9","2025/10/03 14:29:00","28.1","32.2","2025/10/03 10:26:00","24.7","2025/10/03 05:19:00","76","58","2025/10/03 10:26:00","1.1","101","5.7","251","2025/10/03 10:49:00","0.0"
"04","1005.8","1007.5","2025/10/04 21:41:00","1004.5","2025/10/04 15:06:00","28.2","32.4","2025/10/04 11:20:00","23.6","2025/10/04 05:43:00","71","56","2025/10/04 13:38:00","1.1","274","5.6","270","2025/10/04 13:38:00","0.0"
"05","1006.8","1008.1","2025/10/05 10:22:00","1005.1","2025/10/05 15:10:00","28.2","32.8","2025/10/05 12:40:00","23.4","2025/10/05 06:13:00","73","54","2025/10/05 10:21:00","0.8","87","5.2","321","2025/10/05 14:07:00","0.0"
"06","1005.7","1007.2","2025/10/06 00:01:00","1004.2","2025/10/06 14:36:00","28.4","33.0","2025/10/06 13:04:00","23.8","2025/10/06 05:53:00","73","55","2025/10/06 10:28:00","1.5","358","8.3","318","2025/10/06 12:09:00","0.0"
"07","1005.1","1006.6","2025/10/07 08:30:00","1002.1","2025/10/07 14:23:00","29.2","34.4","2025/10/07 13:07:00","23.8","2025/10/07 05:20:00","62","39","2025/10/07 13:03:00","2.3","50","12.8","43","2025/10/07 13:47:00","0.0"
"08","1004.4","1006.2","2025/10/08 08:07:00","1000.9","2025/10/08 15:36:00","29.5","34.3","2025/10/08 12:49:00","26.5","2025/10/08 23:53:00","61","42","2025/10/08 12:59:00","2.7","58","13.3","69","2025/10/08 16:55:00","0.0"
"09","1004.4","1005.6","2025/10/09 08:33:00","1002.4","2025/10/09 14:28:00","28.3","32.6","2025/10/09 12:32:00","25.6","2025/10/09 23:53:00","66","47","2025/10/09 12:11:00","2.2","52","11.5","15","2025/10/09 09:16:00","0.0"
"10","1003.9","1004.9","2025/10/10 09:07:00","1002.1","2025/10/10 14:53:00","28.4","33.4","2025/10/10 13:23:00","24.9","2025/10/10 05:41:00","70","51","2025/10/10 10:36:00","1.9","89","8.5","5","2025/10/10 15:17:00","0.0"
"11","1004.5","1006.1","2025/10/11 08:32:00","1003.0","2025/10/11 13:59:00","27.8","31.7","2025/10/11 14:09:00","23.8","2025/10/11 04:31:00","74","55","2025/10/11 14:15:00","0.9","270","6.1","270","2025/10/11 11:52:00","0.0"
"12","1005.7","1007.1","2025/10/12 21:05:00","1004.3","2025/10/12 03:21:00","27.7","31.6","2025/10/12 12:25:00","23.7","2025/10/12 05:56:00","72","56","2025/10/12 13:31:00","1.1","263","6.1","275","2025/10/12 12:37:00","0.0"
"13","1006.5","1008.1","2025/10/13 09:09:00","1005.2","2025/10/13 16:39:00","28.0","32.3","2025/10/13 10:19:00","23.7","2025/10/13 06:03:00","72","54","2025/10/13 10:19:00","0.8","273","5.6","301","2025/10/13 13:51:00","0.0"
"14","1006.0","1007.9","2025/10/14 08:34:00","1003.9","2025/10/14 15:50:00","28.4","32.3","2025/10/14 11:03:00","24.2","2025/10/14 06:01:00","72","49","2025/10/14 16:51:00","1.0","304","7.7","292","2025/10/14 13:59:00","0.0"
"15","1005.7","1006.9","2025/10/15 22:13:00","1004.0","2025/10/15 15:58:00","28.6","33.1","2025/10/15 15:38:00","24.3","2025/10/15 06:33:00","69","47","2025/10/15 15:31:00","1.5","92","6.4","250","2025/10/15 14:39:00","0.0"
"16","1006.0","1007.7","2025/10/16 08:40:00","1004.4","2025/10/16 15:06:00","28.9","33.6","2025/10/16 14:13:00","24.4","2025/10/16 06:11:00","66","48","2025/10/16 14:13:00","1.1","82","7.3","253","2025/10/16 13:15:00","0.0"
"17","1005.9","1007.6","2025/10/17 09:06:00","1004.3","2025/10/17 16:20:00","28.8","32.7","2025/10/17 14:59:00","24.7","2025/10/17 05:19:00","66","44","2025/10/17 15:03:00","1.2","88","5.0","249","2025/10/17 13:16:00","0.0"
"18","1004.2","1006.4","2025/10/18 09:00:00","1001.2","2025/10/18 14:58:00","29.1","34.2","2025/10/18 13:35:00","24.4","2025/10/18 06:13:00","62","47","2025/10/18 14:13:00","1.9","63","14.0","82","2025/10/18 23:39:00","0.0"
"19","1003.4","1006.6","2025/10/19 23:31:00","1000.6","2025/10/19 05:07:00","27.4","29.6","2025/10/19 11:24:00","22.9","2025/10/19 23:56:00","70","56","2025/10/19 11:19:00","3.0","60","13.9","56","2025/10/19 01:27:00","1.5"
